MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg/L,COND_mS/m,Ca_meq/L,Mg_meq/L,Na_meq/L,K_meq/L,ALK_meq/L,Cl_meq/L,SO4_meq/L,NO32_mg/L,NH4N_mg/L,TOTP_mg/L,DO_mg/L,CODMN_mg/L
Lao PDR,H390199,2002-03-16,2002,3,16,26.1,8.2,30.0,14.5,0.556,0.412,0.199,0.043,1.487,0.082,0.073,0.053,0.088,0.011,7.93,1.9
Lao PDR,H390199,2002-04-14,2002,4,14,26.6,7.9,46.0,15.0,0.544,0.56,0.096,0.045,1.568,0.103,0.032,0.069,0.034,0.018,7.99,2.1
Lao PDR,H390199,2002-05-18,2002,5,18,27.4,7.51,62.0,11.6,0.631,0.013,0.11,0.04,1.314,0.017,0.097,0.069,0.022,0.035,8.02,9.1
Lao PDR,H390199,2002-06-14,2002,6,14,27.7,7.93,72.0,18.8,0.932,0.045,0.09,0.034,1.296,0.012,0.003,0.058,0.04,0.147,7.89,7.6
Lao PDR,H390199,2002-07-16,2002,7,16,27.4,7.52,85.0,15.3,0.926,0.41,0.08,0.022,1.01,0.028,0.02,0.058,0.062,0.12,7.9,4.1
Lao PDR,H390199,2002-08-13,2002,8,13,27.5,6.71,100.0,6.4,0.396,0.268,0.077,0.021,0.496,0.045,0.096,0.118,0.099,0.054,7.5,2.1
Lao PDR,H390199,2002-09-15,2002,9,15,27.2,7.29,122.0,6.8,0.535,0.151,0.087,0.024,1.099,0.053,0.104,0.106,0.017,0.032,8.04,1.9
Lao PDR,H390199,2002-10-14,2002,10,14,27.6,7.49,113.0,9.5,0.717,0.416,0.11,0.028,1.034,0.036,0.033,0.12,0.036,0.033,7.0,1.2
Lao PDR,H390199,2002-11-13,2002,11,13,28.5,7.45,105.0,15.7,0.592,0.44,0.195,0.028,1.172,0.028,0.09,0.102,0.02,0.038,7.93,1.9
Lao PDR,H390199,2002-12-16,2002,12,16,27.4,7.81,90.0,11.3,0.751,0.337,0.192,0.03,1.284,0.015,0.067,0.032,0.039,0.031,7.68,0.5
Lao PDR,H910103,2002-09-19,2002,9,19,28.9,6.32,130.0,12.9,0.499,0.289,0.198,0.074,0.632,0.151,0.366,0.637,0.018,0.106,4.95,2.9
Lao PDR,H910103,2002-11-26,2002,11,26,26.8,7.1,107.0,18.9,0.992,0.323,0.336,0.097,1.216,0.35,0.346,0.107,0.086,0.042,5.6,3.67
Lao PDR,H910106,2002-06-18,2002,6,18,28.5,6.72,108.0,28.7,0.825,0.081,0.267,0.098,1.769,0.717,0.699,0.903,0.05,0.221,5.98,6.7
Lao PDR,H910106,2002-08-20,2002,8,20,29.0,6.78,112.0,14.0,0.761,0.136,0.273,0.08,0.812,0.426,0.181,0.382,0.074,0.08,6.1,6.48
Lao PDR,H910106,2002-09-19,2002,9,19,29.3,6.76,118.0,13.5,0.484,0.313,0.216,0.095,0.65,0.151,0.361,0.921,0.045,0.131,7.0,5.2
Lao PDR,H910107,2002-03-13,2002,3,13,29.0,7.4,53.0,28.5,1.283,0.099,0.287,0.102,2.019,0.712,0.468,0.301,0.075,0.013,5.62,3.6
Lao PDR,H910107,2002-04-15,2002,4,15,28.3,7.06,68.0,29.6,1.12,0.106,0.268,0.111,2.008,0.736,0.503,0.693,0.068,0.158,5.94,3.2
Lao PDR,H910107,2002-05-15,2002,5,15,28.0,6.94,70.0,28.2,1.041,0.041,0.277,0.103,0.642,0.905,0.584,0.599,0.028,0.163,6.11,1.2
Lao PDR,H910107,2002-06-18,2002,6,18,32.9,6.81,88.0,24.3,0.788,0.114,0.269,0.098,1.936,0.531,0.451,0.711,0.123,0.264,6.019,2.6
Lao PDR,H910107,2002-09-19,2002,9,19,28.8,6.15,119.0,10.3,0.471,0.281,0.316,0.102,0.803,0.111,0.3,0.712,0.025,0.079,6.2,3.5
Lao PDR,H011201,2003-01-15,2003,1,15,21.0,7.28,20.0,18.7,1.463,0.396,0.149,0.024,1.603,0.121,0.2,0.008,0.041,0.115,7.11,2.4
Lao PDR,H011201,2003-02-16,2003,2,16,23.0,7.25,31.0,18.74,1.463,0.396,0.186,0.028,1.513,0.195,0.229,0.16,0.049,0.025,7.2,2.0
Lao PDR,H011201,2003-03-18,2003,3,18,26.8,7.73,22.0,24.85,1.947,0.381,0.196,0.026,2.172,0.214,0.265,0.003,0.019,0.01,7.18,0.7
Lao PDR,H011201,2003-04-15,2003,4,15,27.6,7.27,21.0,27.9,1.777,0.684,0.206,0.039,1.963,0.332,0.477,0.128,0.037,0.037,6.97,0.7
Lao PDR,H011201,2003-05-16,2003,5,16,28.4,7.23,20.0,29.2,1.878,0.566,0.254,0.033,1.984,0.342,0.33,0.137,0.035,0.03,7.08,1.3
Lao PDR,H011201,2003-06-16,2003,6,16,29.0,7.47,45.0,21.0,1.559,0.362,0.196,0.035,1.723,0.194,0.129,0.046,0.072,0.024,6.88,1.0
Lao PDR,H011201,2003-07-21,2003,7,21,28.2,7.23,83.0,20.05,1.367,0.438,0.205,0.048,1.585,0.182,0.406,0.204,0.078,0.042,6.93,1.3
Lao PDR,H011201,2003-08-20,2003,8,20,26.8,6.54,130.0,16.85,1.151,0.337,0.166,0.049,1.164,0.051,0.417,0.201,0.086,0.087,7.02,1.4
Lao PDR,H011201,2003-09-18,2003,9,18,26.4,6.1,126.0,19.89,1.452,0.396,0.21,0.032,1.725,0.162,0.242,0.146,0.07,0.067,6.69,1.496
Lao PDR,H011201,2003-10-15,2003,10,15,28.0,6.43,105.0,28.0,1.861,0.405,0.287,0.046,1.999,0.126,0.507,0.211,0.034,0.069,6.68,0.32
Lao PDR,H011201,2003-11-19,2003,11,19,22.8,7.98,90.0,26.5,1.803,0.49,0.253,0.051,2.034,0.188,0.621,0.145,0.06,0.04,7.08,1.83
Lao PDR,H011201,2003-12-16,2003,12,16,21.6,6.31,68.0,26.4,1.843,0.446,0.23,0.042,1.986,0.161,0.588,0.214,0.08,0.041,7.12,0.9
Lao PDR,H011901,2003-02-25,2003,2,25,25.0,7.48,29.0,19.2,1.683,0.184,0.142,0.025,1.683,0.146,0.205,0.206,0.084,0.083,7.31,1.1
Lao PDR,H011901,2003-03-20,2003,3,20,27.5,7.95,24.0,22.3,1.753,0.276,0.166,0.023,1.786,0.138,0.219,0.239,0.023,0.06,7.46,1.1
Lao PDR,H011901,2003-04-22,2003,4,22,31.8,7.75,28.0,22.2,1.572,0.388,0.181,0.03,1.822,0.133,0.346,0.231,0.027,0.054,8.01,1.0
Lao PDR,H011901,2003-05-16,2003,5,16,32.6,7.96,26.0,30.5,1.899,0.609,0.24,0.027,1.961,0.349,0.528,0.201,0.028,0.041,7.53,1.3
Lao PDR,H011901,2003-06-19,2003,6,19,30.2,6.15,41.0,25.7,1.713,0.481,0.236,0.028,1.742,0.297,0.451,0.334,0.078,0.052,6.82,1.1
Lao PDR,H011901,2003-07-16,2003,7,16,28.1,6.99,86.0,22.8,1.532,0.385,0.277,0.052,1.714,0.158,0.509,0.201,0.069,0.046,6.94,1.1
Lao PDR,H011901,2003-08-15,2003,8,15,30.1,6.8,152.0,20.8,1.414,0.483,0.283,0.046,1.547,0.084,0.434,0.365,0.037,0.057,7.0,1.3
Lao PDR,H011901,2003-09-16,2003,9,16,29.0,6.68,147.0,18.4,1.423,0.359,0.198,0.043,1.694,0.127,0.191,0.156,0.109,0.097,6.86,1.99
Lao PDR,H011901,2003-10-17,2003,10,17,29.0,6.82,122.0,29.0,1.902,0.391,0.313,0.044,2.097,0.128,0.41,0.273,0.039,0.056,8.0,0.3
Lao PDR,H011901,2003-11-18,2003,11,18,30.2,7.49,106.0,26.6,1.779,0.518,0.33,0.05,2.109,0.157,0.452,0.225,0.049,0.04,7.63,1.5
Lao PDR,H011901,2003-12-16,2003,12,16,24.8,7.32,90.0,27.9,1.849,0.527,0.302,0.044,2.102,0.255,0.484,0.262,0.073,0.045,7.82,0.6
Lao PDR,H013401,2003-01-14,2003,1,14,23.0,7.64,22.0,19.5,1.472,0.376,0.168,0.06,1.641,0.173,0.201,0.178,0.03,0.04,7.1,1.6
Lao PDR,H013401,2003-02-21,2003,2,21,28.0,6.39,20.0,21.55,1.536,0.353,0.184,0.056,1.707,0.176,0.371,0.16,0.017,0.023,7.32,1.9
Lao PDR,H013401,2003-03-21,2003,3,21,30.0,6.96,19.0,20.54,1.623,0.313,0.133,0.058,1.788,0.149,0.213,0.111,0.037,0.026,6.98,0.6
Lao PDR,H013401,2003-04-08,2003,4,8,32.0,7.45,25.0,23.1,1.509,0.427,0.208,0.06,1.673,0.32,0.266,0.132,0.014,0.028,6.99,0.831
Lao PDR,H013401,2003-05-17,2003,5,17,30.8,7.23,26.0,22.05,1.565,0.372,0.216,0.042,1.704,0.246,0.255,0.153,0.06,0.035,7.01,1.2
Lao PDR,H013401,2003-06-17,2003,6,17,29.0,7.44,52.0,20.24,1.548,0.297,0.2,0.035,1.629,0.218,0.239,0.301,0.044,0.025,6.9,0.9
Lao PDR,H013401,2003-07-18,2003,7,18,30.0,7.31,93.0,19.13,1.367,0.388,0.234,0.042,1.503,0.158,0.258,0.215,0.041,0.037,6.91,1.3
Lao PDR,H013401,2003-08-15,2003,8,15,27.0,6.78,180.0,16.49,1.034,0.269,0.199,0.044,1.253,0.131,0.194,0.199,0.031,0.036,7.13,1.6
Lao PDR,H013401,2003-09-19,2003,9,19,28.0,7.48,169.0,16.4,0.739,0.654,0.205,0.04,1.453,0.073,0.1,0.01,0.074,0.064,7.1,1.0
Lao PDR,H013401,2003-10-15,2003,10,15,29.0,6.78,128.0,20.4,1.42,0.457,0.247,0.034,1.768,0.11,0.258,0.378,0.035,0.043,7.09,0.3
Lao PDR,H013401,2003-11-14,2003,11,14,26.0,7.52,102.0,22.66,1.544,0.481,0.235,0.033,1.796,0.189,0.379,0.206,0.037,0.044,7.15,1.5
Lao PDR,H013401,2003-12-18,2003,12,18,25.0,6.62,78.0,24.6,1.781,0.484,0.341,0.035,1.86,0.262,0.433,0.084,0.079,0.014,7.26,0.9
Lao PDR,H013901,2003-01-13,2003,1,13,26.8,7.34,23.0,18.7,1.441,0.371,0.166,0.049,1.564,0.171,0.126,0.094,0.03,0.055,7.82,1.8
Lao PDR,H013901,2003-02-15,2003,2,15,26.4,7.37,22.0,19.7,1.476,0.367,0.138,0.05,1.668,0.145,0.198,0.09,0.015,0.035,7.93,2.3
Lao PDR,H013901,2003-03-16,2003,3,16,26.6,7.31,21.0,20.8,1.464,0.439,0.199,0.066,1.691,0.257,0.22,0.109,0.052,0.014,7.12,0.7
Lao PDR,H013901,2003-04-18,2003,4,18,26.9,7.46,22.0,22.5,1.349,0.559,0.214,0.063,1.615,0.363,0.223,0.123,0.013,0.035,7.04,1.0
Lao PDR,H013901,2003-05-15,2003,5,15,28.8,7.58,39.0,20.83,1.396,0.414,0.22,0.054,1.651,0.337,0.232,0.103,0.022,0.031,7.35,0.8
Lao PDR,H013901,2003-06-16,2003,6,16,27.2,6.82,92.0,17.33,1.04,0.334,0.31,0.051,1.1,0.405,0.234,0.254,0.037,0.029,7.03,1.3
Lao PDR,H013901,2003-07-14,2003,7,14,27.2,7.21,128.0,16.47,1.21,0.333,0.195,0.049,1.386,0.155,0.208,0.215,0.065,0.043,6.89,1.4
Lao PDR,H013901,2003-08-13,2003,8,13,27.0,6.66,176.0,12.26,0.849,0.349,0.087,0.028,1.054,0.074,0.208,0.235,0.044,0.168,6.94,1.5
Lao PDR,H013901,2003-09-15,2003,9,15,26.6,6.68,161.0,11.4,0.791,0.284,0.09,0.031,1.022,0.074,0.112,0.061,0.064,0.066,7.02,1.8
Lao PDR,H013901,2003-10-13,2003,10,13,27.9,6.47,128.0,17.8,1.361,0.315,0.131,0.034,1.386,0.116,0.281,0.196,0.043,0.047,6.93,0.5
Lao PDR,H013901,2003-11-18,2003,11,18,27.8,7.96,93.0,21.1,1.369,0.442,0.195,0.04,1.713,0.173,0.244,0.236,0.037,0.041,7.11,1.6
Lao PDR,H013901,2003-12-17,2003,12,17,26.6,6.3,72.0,22.07,1.563,0.478,0.211,0.038,1.809,0.219,0.353,0.109,0.077,0.022,7.2,0.8
Lao PDR,H100101,2003-02-16,2003,2,16,23.0,7.2,28.0,22.7,1.778,0.387,0.095,0.053,2.212,0.103,0.145,0.004,0.025,0.018,7.31,1.8
Lao PDR,H100101,2003-03-18,2003,3,18,26.6,7.21,24.0,21.56,1.689,0.247,0.021,0.046,1.893,0.015,0.168,0.014,0.015,0.008,7.62,0.251
Lao PDR,H100101,2003-04-15,2003,4,15,27.2,7.59,22.0,24.0,1.767,0.488,0.093,0.044,2.263,0.237,0.106,0.064,0.023,0.025,7.13,0.5
Lao PDR,H100101,2003-05-16,2003,5,16,28.2,7.41,23.0,25.0,1.782,0.575,0.102,0.045,2.243,0.265,0.142,0.127,0.058,0.027,6.98,0.5
Lao PDR,H100101,2003-06-16,2003,6,16,28.6,7.3,40.0,21.6,1.502,0.468,0.112,0.048,1.672,0.272,0.252,0.201,0.042,0.037,7.02,1.0
Lao PDR,H100101,2003-07-21,2003,7,21,31.2,7.15,76.0,19.37,1.359,0.369,0.271,0.036,1.708,0.129,0.226,0.118,0.05,0.042,6.85,1.0
Lao PDR,H100101,2003-08-20,2003,8,20,27.3,6.86,128.0,15.17,1.022,0.294,0.141,0.043,1.206,0.152,0.188,0.202,0.079,0.093,6.93,1.6
Lao PDR,H100101,2003-09-18,2003,9,18,27.6,6.86,116.0,18.5,1.299,0.43,0.166,0.045,1.759,0.046,0.083,0.053,0.045,0.037,7.0,6.8
Lao PDR,H100101,2003-10-15,2003,10,15,26.3,6.91,96.0,18.49,1.482,0.185,0.276,0.022,1.751,0.155,0.188,0.171,0.033,0.039,6.9,0.3
Lao PDR,H100101,2003-11-19,2003,11,19,23.6,7.93,80.0,22.77,1.729,0.37,0.312,0.028,2.097,0.094,0.279,0.068,0.051,0.026,7.1,0.6
Lao PDR,H100101,2003-12-16,2003,12,16,22.0,6.4,63.0,23.89,1.807,0.328,0.306,0.031,2.054,0.113,0.271,0.026,0.057,0.019,7.18,0.6
Lao PDR,H230102,2003-01-20,2003,1,20,25.4,7.13,11.0,11.8,0.797,0.292,0.06,0.019,1.087,0.077,0.049,0.006,0.063,0.027,7.2,1.3
Lao PDR,H230102,2003-02-25,2003,2,25,26.8,7.63,9.0,11.7,0.617,0.419,0.062,0.022,0.918,0.078,0.144,0.059,0.084,0.015,6.8,1.3
Lao PDR,H230102,2003-03-20,2003,3,20,27.3,6.29,9.0,10.9,0.868,0.26,0.04,0.022,0.991,0.044,0.078,0.039,0.048,0.013,7.0,0.4
Lao PDR,H230102,2003-04-22,2003,4,22,28.9,6.99,10.0,11.1,0.865,0.202,0.069,0.02,0.997,0.086,0.048,0.064,0.037,0.015,6.9,0.5
Lao PDR,H230102,2003-05-16,2003,5,16,29.8,7.62,18.0,11.2,0.854,0.175,0.03,0.026,0.929,0.028,0.078,0.05,0.013,0.014,7.0,1.0
Lao PDR,H230102,2003-06-19,2003,6,19,29.0,6.34,36.0,11.4,0.839,0.296,0.07,0.021,1.098,0.095,0.058,0.057,0.031,0.015,5.0,0.6
Lao PDR,H230102,2003-07-16,2003,7,16,28.9,6.75,54.0,11.2,0.715,0.257,0.124,0.021,0.862,0.099,0.17,0.139,0.08,0.029,6.2,0.8
Lao PDR,H230102,2003-08-15,2003,8,15,28.8,7.04,86.0,13.3,0.951,0.23,0.173,0.016,1.213,0.056,0.169,0.199,0.055,0.02,6.5,1.2
Lao PDR,H230102,2003-09-16,2003,9,16,28.0,6.73,91.0,7.12,0.505,0.131,0.098,0.015,0.685,0.034,0.051,0.069,0.052,0.024,7.6,1.1
Lao PDR,H230102,2003-10-17,2003,10,17,28.4,6.6,63.0,13.6,0.923,0.317,0.075,0.004,1.237,0.015,0.15,0.102,0.053,0.024,7.8,0.2
Lao PDR,H230102,2003-11-18,2003,11,18,24.6,7.54,39.0,13.6,0.972,0.186,0.081,0.006,1.112,0.061,0.189,0.05,0.046,0.016,7.6,0.8
Lao PDR,H230102,2003-12-16,2003,12,16,22.4,7.48,22.0,12.9,0.954,0.234,0.086,0.01,1.112,0.057,0.13,0.063,0.039,0.014,7.66,0.6
Lao PDR,H230199,2003-01-20,2003,1,20,23.5,7.56,2.0,9.04,0.663,0.227,0.055,0.013,0.871,0.03,0.025,0.008,0.035,0.01,5.84,2.1
Lao PDR,H230199,2003-02-25,2003,2,25,24.6,6.82,2.0,9.0,0.765,0.139,0.058,0.014,0.872,0.026,0.04,0.046,0.03,0.009,5.26,1.9
Lao PDR,H230199,2003-03-20,2003,3,20,26.2,6.74,1.0,8.83,0.684,0.216,0.05,0.02,0.789,0.022,0.071,0.085,0.027,0.012,5.33,0.3
Lao PDR,H230199,2003-04-22,2003,4,22,28.8,7.07,1.0,9.21,0.677,0.247,0.054,0.019,0.887,0.033,0.042,0.009,0.018,0.011,5.89,0.5
Lao PDR,H230199,2003-05-16,2003,5,16,29.8,7.14,4.0,10.3,0.756,0.261,0.055,0.016,0.972,0.026,0.04,0.032,0.048,0.013,6.23,0.5
Lao PDR,H230199,2003-06-19,2003,6,19,29.6,6.72,4.0,9.5,0.696,0.224,0.051,0.017,0.908,0.045,0.027,0.008,0.06,0.01,6.18,0.6
Lao PDR,H230199,2003-09-16,2003,9,16,27.3,6.87,19.0,10.7,0.869,0.211,0.064,0.013,0.993,0.042,0.062,0.054,0.045,0.012,6.8,1.1
Lao PDR,H230199,2003-10-17,2003,10,17,27.6,6.84,14.0,12.6,0.839,0.37,0.189,0.01,1.113,0.092,0.106,0.076,0.03,0.023,4.0,0.3
Lao PDR,H230199,2003-11-18,2003,11,18,27.6,7.53,8.0,10.5,0.792,0.232,0.073,0.007,1.023,0.031,0.117,0.086,0.07,0.027,4.82,0.5
Lao PDR,H230199,2003-12-16,2003,12,16,25.0,7.44,4.0,9.95,0.798,0.219,0.08,0.009,0.939,0.033,0.122,0.053,0.05,0.02,5.1,0.8
Lao PDR,H230206,2003-01-20,2003,1,20,24.0,7.35,17.0,24.4,1.767,0.73,0.098,0.013,2.166,0.101,0.217,0.002,0.023,0.013,6.89,1.1
Lao PDR,H230206,2003-02-25,2003,2,25,25.2,7.4,19.0,26.2,1.948,0.656,0.086,0.019,2.198,0.11,0.256,0.028,0.031,0.01,7.03,1.2
Lao PDR,H230206,2003-03-20,2003,3,20,27.6,7.72,18.0,28.8,1.896,0.65,0.103,0.021,2.293,0.124,0.384,0.054,0.04,0.014,7.41,0.6
Lao PDR,H230206,2003-04-22,2003,4,22,30.0,7.49,18.0,24.6,1.692,0.675,0.108,0.02,1.918,0.153,0.366,0.01,0.029,0.023,6.92,0.2
Lao PDR,H230206,2003-05-16,2003,5,16,32.2,7.52,24.0,24.1,1.65,0.632,0.102,0.016,2.009,0.196,0.306,0.055,0.033,0.024,6.82,1.5
Lao PDR,H230206,2003-06-19,2003,6,19,29.4,7.18,39.0,16.0,1.076,0.381,0.098,0.017,1.227,0.071,0.21,0.097,0.073,0.029,6.76,0.8
Lao PDR,H230206,2003-07-16,2003,7,16,29.0,7.06,58.0,14.5,1.013,0.234,0.184,0.018,1.219,0.077,0.256,0.128,0.078,0.024,6.91,0.6
Lao PDR,H230206,2003-08-15,2003,8,15,28.1,7.31,75.0,15.7,1.017,0.452,0.191,0.014,1.433,0.057,0.222,0.166,0.042,0.027,6.85,1.5
Lao PDR,H230206,2003-09-16,2003,9,16,27.8,7.03,82.0,10.4,0.619,0.312,0.186,0.014,0.83,0.082,0.124,0.12,0.054,0.019,6.73,1.4
Lao PDR,H230206,2003-10-17,2003,10,17,28.2,6.99,70.0,17.5,1.233,0.361,0.208,0.008,1.606,0.052,0.224,0.098,0.064,0.054,6.82,0.1
Lao PDR,H230206,2003-11-18,2003,11,18,27.9,7.54,62.0,22.5,1.568,0.513,0.211,0.033,2.028,0.079,0.269,0.049,0.045,0.024,7.1,0.9
Lao PDR,H230206,2003-12-16,2003,12,16,24.6,7.82,46.0,25.4,1.783,0.565,0.221,0.038,2.174,0.108,0.378,0.17,0.044,0.016,7.18,0.6
Lao PDR,H231801,2003-01-20,2003,1,20,24.4,6.83,3.0,3.4,0.198,0.107,0.026,0.009,0.315,0.018,0.03,0.011,0.038,0.031,6.32,5.2
Lao PDR,H231801,2003-02-25,2003,2,25,28.8,7.4,2.0,3.7,0.179,0.116,0.028,0.01,0.295,0.038,0.031,0.006,0.046,0.016,6.51,6.7
Lao PDR,H231801,2003-03-20,2003,3,20,28.4,8.01,2.0,3.88,0.259,0.125,0.027,0.01,0.275,0.042,0.065,0.202,0.091,0.012,6.46,2.1
Lao PDR,H231801,2003-04-22,2003,4,22,29.0,7.83,1.0,4.2,0.284,0.129,0.029,0.008,0.308,0.046,0.06,0.098,0.052,0.01,6.3,2.2
Lao PDR,H231801,2003-05-16,2003,5,16,29.2,7.4,2.0,4.0,0.276,0.12,0.022,0.009,0.309,0.053,0.051,0.052,0.041,0.013,7.06,2.2
Lao PDR,H231801,2003-06-19,2003,6,19,32.0,7.1,5.0,3.5,0.219,0.095,0.02,0.01,0.268,0.069,0.014,0.004,0.017,0.018,6.93,2.0
Lao PDR,H231801,2003-08-15,2003,8,15,30.0,7.43,13.0,4.01,0.258,0.108,0.029,0.03,0.365,0.018,0.023,0.211,0.103,0.021,6.2,1.4
Lao PDR,H231801,2003-09-16,2003,9,16,30.5,7.04,10.0,3.9,0.244,0.131,0.026,0.027,0.364,0.021,0.029,0.034,0.066,0.015,7.06,2.3
Lao PDR,H231801,2003-10-17,2003,10,17,32.8,7.27,8.0,3.5,0.268,0.093,0.019,0.012,0.266,0.047,0.043,0.045,0.048,0.024,7.0,3.2
Lao PDR,H231801,2003-11-18,2003,11,18,30.2,7.79,6.0,4.01,0.277,0.111,0.022,0.009,0.335,0.041,0.053,0.475,0.08,0.021,7.11,3.2
Lao PDR,H231801,2003-12-16,2003,12,16,26.3,7.7,5.0,4.05,0.357,0.046,0.026,0.011,0.35,0.036,0.05,0.009,0.063,0.02,7.2,1.9
Lao PDR,H231901,2003-01-20,2003,1,20,24.9,6.61,2.0,3.9,0.324,0.044,0.025,0.01,0.375,0.015,0.037,0.018,0.078,0.026,6.29,6.8
Lao PDR,H231901,2003-02-25,2003,2,25,29.5,7.7,2.0,4.2,0.33,0.088,0.028,0.012,0.373,0.016,0.068,0.002,0.02,0.02,6.44,3.9
Lao PDR,H231901,2003-03-20,2003,3,20,28.7,7.48,1.0,4.4,0.332,0.089,0.03,0.019,0.38,0.025,0.066,0.038,0.114,0.009,6.5,3.0
Lao PDR,H231901,2003-04-22,2003,4,22,28.8,7.3,2.0,4.3,0.342,0.085,0.028,0.009,0.367,0.03,0.056,0.059,0.048,0.01,6.82,3.1
Lao PDR,H231901,2003-05-16,2003,5,16,29.0,7.21,3.0,4.2,0.33,0.087,0.023,0.009,0.365,0.041,0.042,0.034,0.053,0.012,6.93,3.0
Lao PDR,H231901,2003-06-19,2003,6,19,32.0,6.57,6.0,3.84,0.3,0.079,0.024,0.008,0.326,0.053,0.031,0.007,0.089,0.023,7.8,2.8
Lao PDR,H231901,2003-09-16,2003,9,16,30.6,7.08,15.0,4.2,0.298,0.088,0.026,0.026,0.315,0.033,0.05,0.03,0.042,0.042,7.11,2.1
Lao PDR,H231901,2003-10-17,2003,10,17,31.6,7.16,14.0,4.3,0.311,0.106,0.023,0.01,0.345,0.029,0.082,0.065,0.073,0.029,7.06,2.83
Lao PDR,H231901,2003-11-18,2003,11,18,31.5,7.3,12.0,4.8,0.329,0.144,0.024,0.009,0.369,0.025,0.122,0.098,0.096,0.024,7.18,3.4
Lao PDR,H231901,2003-12-16,2003,12,16,27.9,7.5,7.0,4.9,0.32,0.121,0.02,0.012,0.304,0.049,0.093,0.017,0.076,0.019,7.3,2.3
Lao PDR,H320101,2003-06-17,2003,6,17,26.0,7.03,40.0,14.7,1.133,0.292,0.086,0.014,1.359,0.043,0.074,0.29,0.075,0.043,6.9,2.1
Lao PDR,H320101,2003-08-14,2003,8,14,26.0,7.2,72.0,21.8,1.778,0.323,0.031,0.034,1.929,0.01,0.153,0.215,0.025,0.029,6.65,2.2
Lao PDR,H320101,2003-09-18,2003,9,18,27.0,7.14,70.0,20.23,1.715,0.253,0.029,0.026,1.897,0.072,0.157,0.106,0.099,0.02,6.82,4.3
Lao PDR,H350101,2003-01-14,2003,1,14,21.0,7.24,20.0,13.1,0.844,0.273,0.25,0.024,1.028,0.242,0.098,0.069,0.058,0.019,7.64,3.1
Lao PDR,H350101,2003-02-21,2003,2,21,30.0,6.97,24.0,14.7,0.909,0.358,0.11,0.03,1.217,0.106,0.09,0.009,0.012,0.007,7.82,0.8
Lao PDR,H350101,2003-03-19,2003,3,19,29.8,7.04,22.0,13.8,0.974,0.297,0.13,0.028,1.221,0.141,0.107,0.066,0.038,0.011,7.8,1.2
Lao PDR,H350101,2003-04-05,2003,4,5,34.0,7.07,19.0,15.68,0.981,0.385,0.135,0.041,1.311,0.143,0.105,0.056,0.014,0.011,7.23,0.4
Lao PDR,H350101,2003-05-15,2003,5,15,30.2,7.1,33.0,12.54,0.728,0.356,0.12,0.036,1.038,0.125,0.127,0.127,0.042,0.024,7.06,2.1
Lao PDR,H350101,2003-06-16,2003,6,16,30.0,6.97,49.0,10.18,0.455,0.178,0.3,0.029,0.576,0.323,0.093,0.131,0.077,0.054,6.93,3.1
Lao PDR,H350101,2003-07-18,2003,7,18,34.0,7.37,58.0,11.8,0.602,0.306,0.168,0.065,0.946,0.086,0.151,0.31,0.068,0.046,7.1,2.2
Lao PDR,H350101,2003-08-15,2003,8,15,28.0,6.44,96.0,5.8,0.308,0.195,0.031,0.034,0.367,0.083,0.138,0.188,0.071,0.064,6.84,2.6
Lao PDR,H350101,2003-09-19,2003,9,19,27.0,7.05,85.0,5.4,0.401,0.083,0.026,0.022,0.442,0.03,0.045,0.108,0.1,0.066,6.95,3.9
Lao PDR,H350101,2003-10-14,2003,10,14,31.0,6.34,78.0,9.7,0.656,0.187,0.149,0.02,0.872,0.008,0.113,0.17,0.032,0.044,6.84,0.4
Lao PDR,H350101,2003-11-14,2003,11,14,26.0,7.75,64.0,10.32,0.734,0.198,0.097,0.025,0.916,0.026,0.133,0.097,0.03,0.042,6.9,1.5
Lao PDR,H350101,2003-12-18,2003,12,18,26.4,6.53,51.0,11.0,0.736,0.34,0.084,0.019,0.962,0.087,0.123,0.027,0.036,0.008,7.03,0.9
Lao PDR,H390104,2003-01-13,2003,1,13,26.0,6.75,30.0,11.5,0.658,0.295,0.135,0.115,0.988,0.021,0.087,0.037,0.048,0.046,8.12,3.2
Lao PDR,H390104,2003-02-15,2003,2,15,26.6,6.84,26.0,11.86,0.665,0.309,0.136,0.108,1.031,0.046,0.097,0.005,0.009,0.009,7.85,2.8
Lao PDR,H390104,2003-03-16,2003,3,16,26.8,7.42,20.0,12.54,0.72,0.359,0.145,0.113,1.208,0.018,0.097,0.087,0.015,0.029,7.93,0.1
Lao PDR,H390104,2003-04-18,2003,4,18,27.2,7.18,22.0,13.1,0.733,0.329,0.152,0.117,1.228,0.062,0.091,0.104,0.013,0.021,7.21,1.5
Lao PDR,H390104,2003-05-15,2003,5,15,27.8,7.15,31.0,9.25,0.574,0.192,0.14,0.098,0.886,0.044,0.091,0.096,0.033,0.052,7.26,2.1
Lao PDR,H390104,2003-06-16,2003,6,16,27.9,6.85,56.0,6.5,0.346,0.156,0.092,0.096,0.597,0.048,0.041,0.149,0.084,0.078,6.92,2.4
Lao PDR,H390104,2003-07-14,2003,7,14,27.4,7.09,84.0,6.5,0.35,0.126,0.104,0.095,0.503,0.059,0.099,0.12,0.101,0.115,6.8,3.3
